game_index,seed,score_0,score_1,winner,num_legs,num_turns,agent_seat_0,agent_seat_1,focal_seat
0,0,49,42,0,5,70,GreedyAgent,HeuristicAgent,0
1,1,48,71,1,6,75,HeuristicAgent,GreedyAgent,1
2,2,24,41,1,4,48,GreedyAgent,HeuristicAgent,0
3,3,44,56,1,4,49,HeuristicAgent,GreedyAgent,1
4,4,61,54,0,5,74,GreedyAgent,HeuristicAgent,0
5,5,52,62,1,5,65,HeuristicAgent,GreedyAgent,1
6,6,58,52,0,5,72,GreedyAgent,HeuristicAgent,0
7,7,43,64,1,5,78,HeuristicAgent,GreedyAgent,1
8,8,55,44,0,5,63,GreedyAgent,HeuristicAgent,0
9,9,35,52,1,4,56,HeuristicAgent,GreedyAgent,1
10,10,63,66,1,6,88,GreedyAgent,HeuristicAgent,0
11,11,35,44,1,4,57,HeuristicAgent,GreedyAgent,1
12,12,52,50,0,5,60,GreedyAgent,HeuristicAgent,0
13,13,46,48,1,4,56,HeuristicAgent,GreedyAgent,1
14,14,41,49,1,4,54,GreedyAgent,HeuristicAgent,0
15,15,44,60,1,5,75,HeuristicAgent,GreedyAgent,1
16,16,54,43,0,5,65,GreedyAgent,HeuristicAgent,0
17,17,62,49,0,6,79,HeuristicAgent,GreedyAgent,1
18,18,62,48,0,5,59,GreedyAgent,HeuristicAgent,0
19,19,63,55,0,6,81,HeuristicAgent,GreedyAgent,1
20,20,58,52,0,7,77,GreedyAgent,HeuristicAgent,0
21,21,39,47,1,4,57,HeuristicAgent,GreedyAgent,1
22,22,48,40,0,4,41,GreedyAgent,HeuristicAgent,0
23,23,32,51,1,5,63,HeuristicAgent,GreedyAgent,1
24,24,51,53,1,5,64,GreedyAgent,HeuristicAgent,0
25,25,47,54,1,6,76,HeuristicAgent,GreedyAgent,1
26,26,48,42,0,4,56,GreedyAgent,HeuristicAgent,0
27,27,42,40,0,4,50,HeuristicAgent,GreedyAgent,1
28,28,56,52,0,5,61,GreedyAgent,HeuristicAgent,0
29,29,45,58,1,5,77,HeuristicAgent,GreedyAgent,1
30,30,48,34,0,4,61,GreedyAgent,HeuristicAgent,0
31,31,25,46,1,3,41,HeuristicAgent,GreedyAgent,1
32,32,55,50,0,5,70,GreedyAgent,HeuristicAgent,0
33,33,37,43,1,4,54,HeuristicAgent,GreedyAgent,1
34,34,55,43,0,4,56,GreedyAgent,HeuristicAgent,0
35,35,43,49,1,6,79,HeuristicAgent,GreedyAgent,1
36,36,66,45,0,5,69,GreedyAgent,HeuristicAgent,0
37,37,26,51,1,3,35,HeuristicAgent,GreedyAgent,1
38,38,59,38,0,4,46,GreedyAgent,HeuristicAgent,0
39,39,37,62,1,5,64,HeuristicAgent,GreedyAgent,1
40,40,67,53,0,5,69,GreedyAgent,HeuristicAgent,0
41,41,52,63,1,6,85,HeuristicAgent,GreedyAgent,1
42,42,62,41,0,5,57,GreedyAgent,HeuristicAgent,0
43,43,61,71,1,7,91,HeuristicAgent,GreedyAgent,1
44,44,74,44,0,5,66,GreedyAgent,HeuristicAgent,0
45,45,53,55,1,5,62,HeuristicAgent,GreedyAgent,1
46,46,49,45,0,4,52,GreedyAgent,HeuristicAgent,0
47,47,47,78,1,6,74,HeuristicAgent,GreedyAgent,1
48,48,61,50,0,5,66,GreedyAgent,HeuristicAgent,0
49,49,44,52,1,5,58,HeuristicAgent,GreedyAgent,1
50,50,67,51,0,5,76,GreedyAgent,HeuristicAgent,0
51,51,51,63,1,5,76,HeuristicAgent,GreedyAgent,1
52,52,82,51,0,6,73,GreedyAgent,HeuristicAgent,0
53,53,68,68,tie,6,75,HeuristicAgent,GreedyAgent,1
54,54,42,36,0,3,44,GreedyAgent,HeuristicAgent,0
55,55,34,48,1,3,45,HeuristicAgent,GreedyAgent,1
56,56,62,52,0,5,69,GreedyAgent,HeuristicAgent,0
57,57,49,61,1,5,74,HeuristicAgent,GreedyAgent,1
58,58,47,45,0,4,52,GreedyAgent,HeuristicAgent,0
59,59,39,60,1,5,70,HeuristicAgent,GreedyAgent,1
60,60,49,35,0,4,52,GreedyAgent,HeuristicAgent,0
61,61,37,37,tie,4,65,HeuristicAgent,GreedyAgent,1
62,62,59,59,tie,6,79,GreedyAgent,HeuristicAgent,0
63,63,48,71,1,6,96,HeuristicAgent,GreedyAgent,1
64,64,70,52,0,5,75,GreedyAgent,HeuristicAgent,0
65,65,36,60,1,5,76,HeuristicAgent,GreedyAgent,1
66,66,49,44,0,5,66,GreedyAgent,HeuristicAgent,0
67,67,43,46,1,4,59,HeuristicAgent,GreedyAgent,1
68,68,49,56,1,6,83,GreedyAgent,HeuristicAgent,0
69,69,49,65,1,5,67,HeuristicAgent,GreedyAgent,1
70,70,53,44,0,4,56,GreedyAgent,HeuristicAgent,0
71,71,42,47,1,4,52,HeuristicAgent,GreedyAgent,1
72,72,31,30,0,3,46,GreedyAgent,HeuristicAgent,0
73,73,42,56,1,6,81,HeuristicAgent,GreedyAgent,1
74,74,80,54,0,6,77,GreedyAgent,HeuristicAgent,0
75,75,39,38,0,5,75,HeuristicAgent,GreedyAgent,1
76,76,71,51,0,6,76,GreedyAgent,HeuristicAgent,0
77,77,62,78,1,8,109,HeuristicAgent,GreedyAgent,1
78,78,78,58,0,6,72,GreedyAgent,HeuristicAgent,0
79,79,55,63,1,6,85,HeuristicAgent,GreedyAgent,1
80,80,54,46,0,5,84,GreedyAgent,HeuristicAgent,0
81,81,40,36,0,5,60,HeuristicAgent,GreedyAgent,1
82,82,59,50,0,5,68,GreedyAgent,HeuristicAgent,0
83,83,50,70,1,5,62,HeuristicAgent,GreedyAgent,1
84,84,68,38,0,5,62,GreedyAgent,HeuristicAgent,0
85,85,32,42,1,3,39,HeuristicAgent,GreedyAgent,1
86,86,62,36,0,4,59,GreedyAgent,HeuristicAgent,0
87,87,41,46,1,4,60,HeuristicAgent,GreedyAgent,1
88,88,66,71,1,7,89,GreedyAgent,HeuristicAgent,0
89,89,51,50,0,5,61,HeuristicAgent,GreedyAgent,1
90,90,85,56,0,7,83,GreedyAgent,HeuristicAgent,0
91,91,49,55,1,4,56,HeuristicAgent,GreedyAgent,1
92,92,68,43,0,5,73,GreedyAgent,HeuristicAgent,0
93,93,57,60,1,5,72,HeuristicAgent,GreedyAgent,1
94,94,49,46,0,5,72,GreedyAgent,HeuristicAgent,0
95,95,36,68,1,5,79,HeuristicAgent,GreedyAgent,1
96,96,40,32,0,3,34,GreedyAgent,HeuristicAgent,0
97,97,57,53,0,5,73,HeuristicAgent,GreedyAgent,1
98,98,54,38,0,4,57,GreedyAgent,HeuristicAgent,0
99,99,32,34,1,4,43,HeuristicAgent,GreedyAgent,1
100,100,58,48,0,5,72,GreedyAgent,HeuristicAgent,0
101,101,39,48,1,4,51,HeuristicAgent,GreedyAgent,1
102,102,60,38,0,4,48,GreedyAgent,HeuristicAgent,0
103,103,47,62,1,5,69,HeuristicAgent,GreedyAgent,1
104,104,49,40,0,4,56,GreedyAgent,HeuristicAgent,0
105,105,38,44,1,3,45,HeuristicAgent,GreedyAgent,1
106,106,63,43,0,5,74,GreedyAgent,HeuristicAgent,0
107,107,29,50,1,3,47,HeuristicAgent,GreedyAgent,1
108,108,46,36,0,4,48,GreedyAgent,HeuristicAgent,0
109,109,43,52,1,4,47,HeuristicAgent,GreedyAgent,1
110,110,35,30,0,4,58,GreedyAgent,HeuristicAgent,0
111,111,31,43,1,5,66,HeuristicAgent,GreedyAgent,1
112,112,63,50,0,6,73,GreedyAgent,HeuristicAgent,0
113,113,61,62,1,6,69,HeuristicAgent,GreedyAgent,1
114,114,56,52,0,6,80,GreedyAgent,HeuristicAgent,0
115,115,46,49,1,4,51,HeuristicAgent,GreedyAgent,1
116,116,62,52,0,5,67,GreedyAgent,HeuristicAgent,0
117,117,36,61,1,5,64,HeuristicAgent,GreedyAgent,1
118,118,67,56,0,6,78,GreedyAgent,HeuristicAgent,0
119,119,40,49,1,4,67,HeuristicAgent,GreedyAgent,1
120,120,61,52,0,6,74,GreedyAgent,HeuristicAgent,0
121,121,54,59,1,6,83,HeuristicAgent,GreedyAgent,1
122,122,74,28,0,5,76,GreedyAgent,HeuristicAgent,0
123,123,51,64,1,5,67,HeuristicAgent,GreedyAgent,1
124,124,53,23,0,4,58,GreedyAgent,HeuristicAgent,0
125,125,44,59,1,4,57,HeuristicAgent,GreedyAgent,1
126,126,49,38,0,4,60,GreedyAgent,HeuristicAgent,0
127,127,37,53,1,4,56,HeuristicAgent,GreedyAgent,1
128,128,67,52,0,6,84,GreedyAgent,HeuristicAgent,0
129,129,39,66,1,6,77,HeuristicAgent,GreedyAgent,1
130,130,37,20,0,4,52,GreedyAgent,HeuristicAgent,0
131,131,50,56,1,5,56,HeuristicAgent,GreedyAgent,1
132,132,57,52,0,5,78,GreedyAgent,HeuristicAgent,0
133,133,35,53,1,4,51,HeuristicAgent,GreedyAgent,1
134,134,58,30,0,5,79,GreedyAgent,HeuristicAgent,0
135,135,26,57,1,4,71,HeuristicAgent,GreedyAgent,1
136,136,56,43,0,5,70,GreedyAgent,HeuristicAgent,0
137,137,44,55,1,5,74,HeuristicAgent,GreedyAgent,1
138,138,58,37,0,5,69,GreedyAgent,HeuristicAgent,0
139,139,32,56,1,5,65,HeuristicAgent,GreedyAgent,1
140,140,61,31,0,6,81,GreedyAgent,HeuristicAgent,0
141,141,42,40,0,4,53,HeuristicAgent,GreedyAgent,1
142,142,63,34,0,5,76,GreedyAgent,HeuristicAgent,0
143,143,45,56,1,5,64,HeuristicAgent,GreedyAgent,1
144,144,79,67,0,7,96,GreedyAgent,HeuristicAgent,0
145,145,54,74,1,7,90,HeuristicAgent,GreedyAgent,1
146,146,49,60,1,5,70,GreedyAgent,HeuristicAgent,0
147,147,28,57,1,5,70,HeuristicAgent,GreedyAgent,1
148,148,31,20,0,2,26,GreedyAgent,HeuristicAgent,0
149,149,49,87,1,6,82,HeuristicAgent,GreedyAgent,1
150,150,39,33,0,4,64,GreedyAgent,HeuristicAgent,0
151,151,46,43,0,5,72,HeuristicAgent,GreedyAgent,1
152,152,48,41,0,4,55,GreedyAgent,HeuristicAgent,0
153,153,48,58,1,5,58,HeuristicAgent,GreedyAgent,1
154,154,74,55,0,6,76,GreedyAgent,HeuristicAgent,0
155,155,54,48,0,5,62,HeuristicAgent,GreedyAgent,1
156,156,59,49,0,6,85,GreedyAgent,HeuristicAgent,0
157,157,59,64,1,6,88,HeuristicAgent,GreedyAgent,1
158,158,60,40,0,4,62,GreedyAgent,HeuristicAgent,0
159,159,46,52,1,6,85,HeuristicAgent,GreedyAgent,1
160,160,50,50,tie,4,54,GreedyAgent,HeuristicAgent,0
161,161,63,77,1,6,79,HeuristicAgent,GreedyAgent,1
162,162,53,45,0,4,57,GreedyAgent,HeuristicAgent,0
163,163,70,49,0,6,78,HeuristicAgent,GreedyAgent,1
164,164,51,39,0,4,50,GreedyAgent,HeuristicAgent,0
165,165,58,55,0,6,81,HeuristicAgent,GreedyAgent,1
166,166,64,51,0,5,68,GreedyAgent,HeuristicAgent,0
167,167,58,61,1,6,74,HeuristicAgent,GreedyAgent,1
168,168,59,42,0,5,71,GreedyAgent,HeuristicAgent,0
169,169,23,59,1,4,56,HeuristicAgent,GreedyAgent,1
170,170,55,51,0,5,60,GreedyAgent,HeuristicAgent,0
171,171,49,67,1,6,82,HeuristicAgent,GreedyAgent,1
172,172,67,32,0,5,76,GreedyAgent,HeuristicAgent,0
173,173,37,72,1,5,73,HeuristicAgent,GreedyAgent,1
174,174,57,34,0,4,60,GreedyAgent,HeuristicAgent,0
175,175,50,56,1,5,71,HeuristicAgent,GreedyAgent,1
176,176,65,41,0,5,80,GreedyAgent,HeuristicAgent,0
177,177,45,77,1,5,63,HeuristicAgent,GreedyAgent,1
178,178,61,50,0,5,65,GreedyAgent,HeuristicAgent,0
179,179,53,66,1,5,68,HeuristicAgent,GreedyAgent,1
180,180,48,56,1,6,93,GreedyAgent,HeuristicAgent,0
181,181,60,73,1,6,86,HeuristicAgent,GreedyAgent,1
182,182,40,28,0,4,52,GreedyAgent,HeuristicAgent,0
183,183,35,61,1,5,68,HeuristicAgent,GreedyAgent,1
184,184,53,35,0,4,49,GreedyAgent,HeuristicAgent,0
185,185,40,65,1,5,74,HeuristicAgent,GreedyAgent,1
186,186,60,40,0,5,76,GreedyAgent,HeuristicAgent,0
187,187,55,44,0,5,68,HeuristicAgent,GreedyAgent,1
188,188,61,59,0,6,90,GreedyAgent,HeuristicAgent,0
189,189,38,49,1,4,52,HeuristicAgent,GreedyAgent,1
190,190,41,33,0,3,40,GreedyAgent,HeuristicAgent,0
191,191,39,62,1,5,63,HeuristicAgent,GreedyAgent,1
192,192,67,56,0,5,76,GreedyAgent,HeuristicAgent,0
193,193,34,43,1,4,44,HeuristicAgent,GreedyAgent,1
194,194,63,61,0,6,67,GreedyAgent,HeuristicAgent,0
195,195,46,50,1,4,57,HeuristicAgent,GreedyAgent,1
196,196,45,27,0,3,37,GreedyAgent,HeuristicAgent,0
197,197,46,62,1,5,76,HeuristicAgent,GreedyAgent,1
198,198,66,53,0,6,72,GreedyAgent,HeuristicAgent,0
199,199,41,55,1,4,51,HeuristicAgent,GreedyAgent,1
200,200,73,52,0,6,91,GreedyAgent,HeuristicAgent,0
201,201,49,49,tie,4,52,HeuristicAgent,GreedyAgent,1
202,202,57,45,0,5,68,GreedyAgent,HeuristicAgent,0
203,203,38,55,1,5,73,HeuristicAgent,GreedyAgent,1
204,204,58,41,0,5,73,GreedyAgent,HeuristicAgent,0
205,205,32,56,1,4,57,HeuristicAgent,GreedyAgent,1
206,206,56,34,0,4,55,GreedyAgent,HeuristicAgent,0
207,207,50,73,1,6,78,HeuristicAgent,GreedyAgent,1
208,208,66,34,0,5,69,GreedyAgent,HeuristicAgent,0
209,209,28,58,1,5,68,HeuristicAgent,GreedyAgent,1
210,210,44,45,1,5,62,GreedyAgent,HeuristicAgent,0
211,211,48,58,1,5,66,HeuristicAgent,GreedyAgent,1
212,212,79,36,0,5,69,GreedyAgent,HeuristicAgent,0
213,213,38,55,1,4,63,HeuristicAgent,GreedyAgent,1
214,214,55,33,0,4,64,GreedyAgent,HeuristicAgent,0
215,215,34,57,1,4,58,HeuristicAgent,GreedyAgent,1
216,216,57,56,0,5,54,GreedyAgent,HeuristicAgent,0
217,217,33,48,1,4,64,HeuristicAgent,GreedyAgent,1
218,218,55,58,1,5,72,GreedyAgent,HeuristicAgent,0
219,219,41,56,1,5,68,HeuristicAgent,GreedyAgent,1
220,220,85,57,0,7,102,GreedyAgent,HeuristicAgent,0
221,221,39,51,1,4,61,HeuristicAgent,GreedyAgent,1
222,222,63,42,0,5,63,GreedyAgent,HeuristicAgent,0
223,223,33,51,1,4,43,HeuristicAgent,GreedyAgent,1
224,224,56,51,0,5,61,GreedyAgent,HeuristicAgent,0
225,225,39,62,1,5,58,HeuristicAgent,GreedyAgent,1
226,226,39,32,0,3,37,GreedyAgent,HeuristicAgent,0
227,227,52,71,1,6,93,HeuristicAgent,GreedyAgent,1
228,228,54,35,0,5,60,GreedyAgent,HeuristicAgent,0
229,229,35,50,1,4,56,HeuristicAgent,GreedyAgent,1
230,230,59,31,0,4,58,GreedyAgent,HeuristicAgent,0
231,231,33,63,1,4,55,HeuristicAgent,GreedyAgent,1
232,232,46,36,0,4,51,GreedyAgent,HeuristicAgent,0
233,233,35,52,1,5,69,HeuristicAgent,GreedyAgent,1
234,234,63,37,0,5,61,GreedyAgent,HeuristicAgent,0
235,235,45,53,1,5,60,HeuristicAgent,GreedyAgent,1
236,236,56,27,0,4,57,GreedyAgent,HeuristicAgent,0
237,237,61,45,0,6,79,HeuristicAgent,GreedyAgent,1
238,238,50,51,1,6,78,GreedyAgent,HeuristicAgent,0
239,239,52,50,0,5,63,HeuristicAgent,GreedyAgent,1
240,240,54,59,1,7,96,GreedyAgent,HeuristicAgent,0
241,241,28,44,1,3,37,HeuristicAgent,GreedyAgent,1
242,242,55,49,0,5,61,GreedyAgent,HeuristicAgent,0
243,243,42,47,1,6,76,HeuristicAgent,GreedyAgent,1
244,244,59,49,0,5,58,GreedyAgent,HeuristicAgent,0
245,245,50,58,1,5,78,HeuristicAgent,GreedyAgent,1
246,246,46,30,0,4,62,GreedyAgent,HeuristicAgent,0
247,247,72,82,1,7,96,HeuristicAgent,GreedyAgent,1
248,248,39,57,1,5,79,GreedyAgent,HeuristicAgent,0
249,249,59,60,1,5,72,HeuristicAgent,GreedyAgent,1
250,250,47,45,0,4,58,GreedyAgent,HeuristicAgent,0
251,251,48,60,1,5,54,HeuristicAgent,GreedyAgent,1
252,252,59,44,0,5,67,GreedyAgent,HeuristicAgent,0
253,253,57,60,1,6,91,HeuristicAgent,GreedyAgent,1
254,254,63,51,0,5,58,GreedyAgent,HeuristicAgent,0
255,255,37,55,1,5,58,HeuristicAgent,GreedyAgent,1
256,256,36,36,tie,4,50,GreedyAgent,HeuristicAgent,0
257,257,36,55,1,5,69,HeuristicAgent,GreedyAgent,1
258,258,42,44,1,4,51,GreedyAgent,HeuristicAgent,0
259,259,31,67,1,4,59,HeuristicAgent,GreedyAgent,1
260,260,61,41,0,5,70,GreedyAgent,HeuristicAgent,0
261,261,52,53,1,5,63,HeuristicAgent,GreedyAgent,1
262,262,53,43,0,4,49,GreedyAgent,HeuristicAgent,0
263,263,26,44,1,3,39,HeuristicAgent,GreedyAgent,1
264,264,61,58,0,5,67,GreedyAgent,HeuristicAgent,0
265,265,38,56,1,5,80,HeuristicAgent,GreedyAgent,1
266,266,66,48,0,5,62,GreedyAgent,HeuristicAgent,0
267,267,46,53,1,4,53,HeuristicAgent,GreedyAgent,1
268,268,64,53,0,5,66,GreedyAgent,HeuristicAgent,0
269,269,36,51,1,4,61,HeuristicAgent,GreedyAgent,1
270,270,58,43,0,5,69,GreedyAgent,HeuristicAgent,0
271,271,42,45,1,4,52,HeuristicAgent,GreedyAgent,1
272,272,41,48,1,4,59,GreedyAgent,HeuristicAgent,0
273,273,54,67,1,6,80,HeuristicAgent,GreedyAgent,1
274,274,72,52,0,5,64,GreedyAgent,HeuristicAgent,0
275,275,40,57,1,5,66,HeuristicAgent,GreedyAgent,1
276,276,74,54,0,6,83,GreedyAgent,HeuristicAgent,0
277,277,37,52,1,4,54,HeuristicAgent,GreedyAgent,1
278,278,58,47,0,5,69,GreedyAgent,HeuristicAgent,0
279,279,37,60,1,5,82,HeuristicAgent,GreedyAgent,1
280,280,58,54,0,5,71,GreedyAgent,HeuristicAgent,0
281,281,45,63,1,5,69,HeuristicAgent,GreedyAgent,1
282,282,70,36,0,5,66,GreedyAgent,HeuristicAgent,0
283,283,49,67,1,5,76,HeuristicAgent,GreedyAgent,1
284,284,46,35,0,5,77,GreedyAgent,HeuristicAgent,0
285,285,42,56,1,6,80,HeuristicAgent,GreedyAgent,1
286,286,72,58,0,6,88,GreedyAgent,HeuristicAgent,0
287,287,36,53,1,4,55,HeuristicAgent,GreedyAgent,1
288,288,49,33,0,4,52,GreedyAgent,HeuristicAgent,0
289,289,51,54,1,5,67,HeuristicAgent,GreedyAgent,1
290,290,47,33,0,4,46,GreedyAgent,HeuristicAgent,0
291,291,70,61,0,7,101,HeuristicAgent,GreedyAgent,1
292,292,48,44,0,4,51,GreedyAgent,HeuristicAgent,0
293,293,85,56,0,7,95,HeuristicAgent,GreedyAgent,1
294,294,62,58,0,6,73,GreedyAgent,HeuristicAgent,0
295,295,59,74,1,6,72,HeuristicAgent,GreedyAgent,1
296,296,64,42,0,5,54,GreedyAgent,HeuristicAgent,0
297,297,63,45,0,6,82,HeuristicAgent,GreedyAgent,1
298,298,73,47,0,5,68,GreedyAgent,HeuristicAgent,0
299,299,36,61,1,6,81,HeuristicAgent,GreedyAgent,1
300,300,56,60,1,5,74,GreedyAgent,HeuristicAgent,0
301,301,35,70,1,5,69,HeuristicAgent,GreedyAgent,1
